"vbar_full","sbar_full"
0.52,0.555762081784387
0.498,0.451672862453532
0.578,0.760223048327137
0.476,0.37360594795539
0.554,0.650557620817844
0.356,0.120817843866171
0.48,0.453531598513011
0.532,0.622676579925651
0.502,0.442379182156134
0.564,0.674721189591078
0.466,0.382899628252788
0.576,0.754646840148699
0.454,0.33457249070632
0.42,0.284386617100372
0.434,0.306691449814126
0.446,0.319702602230483
0.548,0.617100371747212
0.524,0.518587360594795
0.622,0.845724907063197
0.442,0.299256505576208
0.598,0.773234200743494
0.514,0.546468401486989
0.432,0.276951672862454
0.446,0.273234200743494
0.626,0.836431226765799
0.412,0.258364312267658
0.36,0.0594795539033457
0.562,0.711895910780669
0.58,0.711895910780669
0.616,0.788104089219331
0.442,0.342007434944238
0.436,0.319702602230483
0.642,0.840148698884758
0.524,0.672862453531598
0.38,0.141263940520446
0.396,0.234200743494424
0.456,0.33457249070632
0.356,0.033457249070632
0.57,0.66728624535316
0.602,0.754646840148699
0.412,0.20817843866171
0.612,0.814126394052045
0.54,0.676579925650558
0.574,0.74907063197026
0.454,0.338289962825279
0.41,0.230483271375465
0.638,0.888475836431227
0.366,0.115241635687732
0.452,0.306691449814126
0.494,0.408921933085502
0.608,0.838289962825279
0.414,0.260223048327138
0.484,0.395910780669145
0.512,0.479553903345725
0.61,0.823420074349442
0.44,0.247211895910781
0.508,0.483271375464684
0.466,0.412639405204461
0.532,0.609665427509294
0.568,0.754646840148699
0.35,0.0315985130111524
0.582,0.684014869888476
0.632,0.87360594795539
0.434,0.29182156133829
0.544,0.602230483271376
0.38,0.182156133828996
0.492,0.408921933085502
0.488,0.466542750929368
0.378,0.141263940520446
0.364,0.0390334572490706
0.596,0.691449814126394
0.478,0.390334572490706
0.394,0.223048327137546
0.368,0.0390334572490706
0.6,0.838289962825279
0.6,0.804832713754647
0.524,0.529739776951673
0.446,0.286245353159851
0.358,0.135687732342007
0.388,0.154275092936803
0.414,0.236059479553903
0.526,0.535315985130111
0.596,0.776951672862453
0.458,0.310408921933086
0.428,0.25092936802974
0.508,0.490706319702602
0.432,0.302973977695167
0.648,0.921933085501859
0.396,0.236059479553903
0.354,0.139405204460967
0.636,0.869888475836431
0.42,0.263940520446097
0.498,0.436802973977695
0.48,0.37546468401487
0.592,0.695167286245353
0.44,0.312267657992565
0.364,0.115241635687732
0.358,0.0260223048327138
0.508,0.442379182156134
0.428,0.263940520446097
0.376,0.0130111524163569
0.526,0.58364312267658
0.358,0.195167286245353
0.398,0.224907063197026
0.648,0.868029739776952
0.472,0.297397769516729
0.542,0.641263940520446
0.52,0.54275092936803
0.594,0.786245353159851
0.596,0.771375464684015
0.532,0.535315985130111
0.612,0.769516728624535
0.382,0.159851301115242
0.404,0.243494423791822
0.638,0.895910780669145
0.53,0.617100371747212
0.578,0.743494423791822
0.582,0.788104089219331
0.634,0.877323420074349
0.554,0.782527881040892
0.36,0.120817843866171
0.362,0.135687732342007
0.508,0.455390334572491
0.64,0.912639405204461
0.634,0.890334572490706
0.612,0.775092936802974
0.646,0.912639405204461
0.436,0.276951672862454
0.374,0.141263940520446
0.582,0.706319702602231
0.468,0.386617100371747
0.418,0.230483271375465
0.43,0.282527881040892
0.364,0.159851301115242
0.406,0.174721189591078
0.49,0.462825278810409
0.59,0.715613382899628
0.562,0.765799256505576
0.574,0.754646840148699
0.456,0.314126394052045
0.466,0.321561338289963
0.644,0.869888475836431
0.384,0.154275092936803
0.53,0.576208178438662
0.488,0.468401486988848
0.376,0.120817843866171
0.448,0.271375464684015
0.36,0.141263940520446
0.53,0.503717472118959
0.428,0.273234200743494
0.428,0.267657992565056
0.482,0.4182156133829
0.564,0.711895910780669
0.476,0.390334572490706
0.506,0.427509293680297
0.606,0.782527881040892
0.514,0.384758364312268
0.622,0.842007434944238
0.426,0.25092936802974
0.528,0.598513011152416
0.58,0.782527881040892
0.618,0.799256505576208
0.418,0.20817843866171
0.37,0.131970260223048
0.556,0.637546468401487
0.456,0.327137546468401
0.534,0.509293680297398
0.47,0.37546468401487
0.486,0.442379182156134
0.514,0.516728624535316
0.374,0.133828996282528
0.634,0.890334572490706
0.39,0.213754646840149
0.398,0.193308550185874
0.504,0.429368029739777
0.582,0.771375464684015
0.502,0.477695167286245
0.538,0.654275092936803
0.596,0.760223048327137
0.452,0.314126394052045
0.47,0.360594795539033
0.39,0.133828996282528
0.442,0.299256505576208
0.478,0.392193308550186
0.558,0.684014869888476
0.63,0.858736059479554
0.48,0.345724907063197
0.49,0.464684014869888
0.448,0.302973977695167
0.644,0.836431226765799
0.47,0.37360594795539
0.35,0.141263940520446
0.514,0.509293680297398
0.364,0.12639405204461
0.6,0.78996282527881
0.422,0.269516728624535
0.522,0.574349442379182
0.616,0.838289962825279
0.474,0.312267657992565
0.458,0.29368029739777
0.404,0.221189591078067
0.358,0.0241635687732342
0.48,0.369888475836431
0.52,0.559479553903346
0.392,0.143122676579926
0.488,0.451672862453532
0.63,0.921933085501859
0.506,0.50185873605948
0.536,0.578066914498141
0.448,0.323420074349442
0.472,0.33271375464684
0.504,0.550185873605948
0.554,0.663568773234201
0.65,0.936802973977695
0.536,0.546468401486989
0.546,0.702602230483271
0.512,0.473977695167286
0.514,0.587360594795539
0.408,0.217472118959108
0.552,0.726765799256506
0.382,0.0576208178438662
0.58,0.706319702602231
0.382,0.197026022304833
0.538,0.592936802973978
0.45,0.282527881040892
0.484,0.384758364312268
0.396,0.141263940520446
0.516,0.513011152416357
0.528,0.566914498141264
0.544,0.676579925650558
0.418,0.288104089219331
0.538,0.646840148698885
0.44,0.271375464684015
0.632,0.87546468401487
0.376,0.25092936802974
0.576,0.66728624535316
0.494,0.425650557620818
0.416,0.286245353159851
0.49,0.447955390334572
0.48,0.382899628252788
0.388,0.195167286245353
0.48,0.401486988847584
0.642,0.847583643122677
0.634,0.903345724907063
0.516,0.473977695167286
0.406,0.221189591078067
0.628,0.866171003717472
0.548,0.682156133828996
0.408,0.25092936802974
0.524,0.483271375464684
0.58,0.717472118959108
0.384,0.0892193308550186
0.52,0.449814126394052
0.436,0.306691449814126
0.634,0.882899628252788
0.522,0.533457249070632
0.496,0.466542750929368
0.554,0.650557620817844
0.592,0.830855018587361
0.374,0.115241635687732
0.642,0.9182156133829
0.436,0.256505576208178
0.558,0.732342007434944
0.362,0.135687732342007
0.566,0.730483271375465
0.478,0.446096654275093
0.378,0.20631970260223
0.614,0.788104089219331
0.36,0.107806691449814
0.484,0.425650557620818
0.402,0.232342007434944
0.482,0.423791821561338
0.614,0.821561338289963
0.586,0.717472118959108
0.422,0.236059479553903
0.436,0.254646840148699
0.65,0.921933085501859
0.526,0.589219330855019
0.492,0.358736059479554
0.428,0.275092936802974
0.604,0.828996282527881
0.644,0.91635687732342
0.512,0.522304832713755
0.568,0.745353159851301
0.552,0.674721189591078
0.53,0.604089219330855
0.6,0.83271375464684
0.422,0.258364312267658
0.454,0.325278810408922
0.484,0.37360594795539
0.548,0.676579925650558
0.552,0.633828996282528
0.38,0.139405204460967
0.458,0.340148698884758
0.372,0.152416356877323
0.598,0.760223048327137
0.466,0.369888475836431
0.49,0.434944237918216
0.516,0.566914498141264
0.39,0.213754646840149
0.554,0.654275092936803
0.514,0.483271375464684
0.396,0.189591078066914
0.376,0.0947955390334572
0.604,0.864312267657993
0.464,0.345724907063197
0.608,0.799256505576208
0.44,0.325278810408922
0.402,0.24907063197026
0.45,0.263940520446097
0.388,0.159851301115242
0.58,0.706319702602231
0.498,0.407063197026022
0.368,0.159851301115242
0.526,0.529739776951673
0.354,0.133828996282528
0.558,0.721189591078067
0.596,0.793680297397769
0.466,0.325278810408922
0.396,0.200743494423792
0.384,0.0855018587360595
0.6,0.842007434944238
0.518,0.45724907063197
0.41,0.252788104089219
0.5,0.485130111524164
0.458,0.336431226765799
0.484,0.433085501858736
0.462,0.381040892193309
0.498,0.481412639405204
0.566,0.631970260223048
0.558,0.678438661710037
0.454,0.286245353159851
0.502,0.539033457249071
0.358,0.135687732342007
0.496,0.466542750929368
0.546,0.620817843866171
0.388,0.221189591078067
0.54,0.674721189591078
0.642,0.886617100371747
0.576,0.700743494423792
0.544,0.691449814126394
0.404,0.182156133828996
0.522,0.529739776951673
0.358,0.120817843866171
0.552,0.641263940520446
0.414,0.258364312267658
0.402,0.213754646840149
0.352,0.141263940520446
0.456,0.330855018587361
0.492,0.436802973977695
0.39,0.176579925650558
0.484,0.460966542750929
0.626,0.868029739776952
0.55,0.589219330855019
0.622,0.830855018587361
0.594,0.814126394052045
0.528,0.537174721189591
0.504,0.455390334572491
0.526,0.473977695167286
0.622,0.83271375464684
0.362,0.120817843866171
0.578,0.762081784386617
0.642,0.855018587360595
0.404,0.169144981412639
0.528,0.566914498141264
0.47,0.360594795539033
0.612,0.853159851301115
0.456,0.33457249070632
0.456,0.325278810408922
0.58,0.723048327137547
0.572,0.771375464684015
0.594,0.771375464684015
0.416,0.213754646840149
0.528,0.520446096654275
0.504,0.446096654275093
0.374,0.0185873605947955
0.552,0.698884758364312
0.428,0.273234200743494
0.364,0.154275092936803
0.396,0.213754646840149
0.422,0.226765799256506
0.476,0.37546468401487
0.566,0.758364312267658
0.422,0.267657992565056
0.402,0.198884758364312
0.544,0.726765799256506
0.638,0.899628252788104
0.534,0.546468401486989
0.528,0.477695167286245
0.524,0.591078066914498
0.554,0.695167286245353
0.582,0.760223048327137
0.524,0.600371747211896
0.418,0.239776951672862
0.628,0.877323420074349
0.61,0.819702602230483
0.628,0.890334572490706
0.438,0.340148698884758
0.574,0.672862453531598
0.458,0.395910780669145
0.502,0.407063197026022
0.486,0.429368029739777
0.506,0.50185873605948
0.458,0.306691449814126
0.428,0.226765799256506
0.476,0.358736059479554
0.362,0.12639405204461
0.482,0.349442379182156
0.532,0.589219330855019
0.644,0.910780669144981
0.612,0.83457249070632
0.382,0.215613382899628
0.444,0.315985130111524
0.476,0.358736059479554
0.496,0.434944237918216
0.552,0.5
0.642,0.907063197026022
0.38,0.159851301115242
0.628,0.860594795539034
0.566,0.75092936802974
0.54,0.58550185873606
0.446,0.325278810408922
0.422,0.254646840148699
0.536,0.620817843866171
0.494,0.384758364312268
0.566,0.704460966542751
0.36,0.154275092936803
0.612,0.814126394052045
0.364,0.185873605947955
0.47,0.328996282527881
0.452,0.351301115241636
0.44,0.310408921933086
0.558,0.661710037174721
0.608,0.799256505576208
0.43,0.245353159851301
0.488,0.384758364312268
0.364,0.189591078066914
0.402,0.159851301115242
0.356,0.133828996282528
0.358,0.120817843866171
0.436,0.343866171003717
0.626,0.849442379182156
0.442,0.325278810408922
0.56,0.721189591078067
0.52,0.555762081784387
0.444,0.258364312267658
0.402,0.211895910780669
0.574,0.808550185873606
0.406,0.159851301115242
0.562,0.752788104089219
0.558,0.576208178438662
0.466,0.358736059479554
0.464,0.336431226765799
0.382,0.159851301115242
0.386,0.20817843866171
0.372,0.0390334572490706
0.378,0.159851301115242
0.528,0.58550185873606
0.358,0.182156133828996
0.5,0.425650557620818
0.416,0.280669144981413
0.62,0.83271375464684
0.486,0.399628252788104
0.438,0.275092936802974
0.402,0.226765799256506
0.452,0.304832713754647
0.4,0.252788104089219
0.444,0.284386617100372
0.374,0.159851301115242
0.356,0.113382899628253
0.646,0.91449814126394
0.376,0.135687732342007
0.418,0.185873605947955
0.564,0.715613382899628
0.462,0.312267657992565
0.566,0.717472118959108
0.468,0.37360594795539
0.514,0.486988847583643
0.552,0.544609665427509
0.528,0.555762081784387
0.594,0.730483271375465
0.488,0.4182156133829
0.356,0.120817843866171
0.648,0.892193308550186
0.42,0.282527881040892
0.484,0.336431226765799
0.55,0.650557620817844
0.46,0.323420074349442
0.562,0.747211895910781
0.63,0.827137546468402
0.402,0.245353159851301
0.59,0.797397769516729
0.444,0.338289962825279
0.576,0.752788104089219
0.552,0.682156133828996
0.424,0.280669144981413
0.376,0.120817843866171
0.366,0.115241635687732
0.506,0.526022304832714
0.472,0.325278810408922
0.446,0.29368029739777
0.628,0.83457249070632
0.636,0.894052044609665
0.586,0.734200743494424
0.352,0.115241635687732
0.51,0.563197026022305
0.352,0.0315985130111524
0.35,0.087360594795539
0.394,0.213754646840149
0.618,0.828996282527881
0.482,0.401486988847584
0.386,0.115241635687732
0.452,0.276951672862454
0.524,0.511152416356877
0.61,0.823420074349442
0.4,0.184014869888476
0.522,0.600371747211896
0.588,0.804832713754647
0.432,0.282527881040892
0.444,0.315985130111524
0.602,0.825278810408922
0.498,0.395910780669145
0.414,0.215613382899628
0.378,0.0520446096654275
0.602,0.778810408921933
0.41,0.263940520446097
0.522,0.557620817843866
0.532,0.70817843866171
0.438,0.267657992565056
0.458,0.33271375464684
0.584,0.700743494423792
0.368,0.00557620817843866
0.588,0.797397769516729
0.56,0.682156133828996
0.632,0.87360594795539
0.524,0.544609665427509
0.452,0.323420074349442
0.468,0.343866171003717
0.406,0.172862453531599
0.624,0.849442379182156
0.598,0.795539033457249
0.448,0.315985130111524
0.526,0.494423791821561
0.46,0.355018587360595
0.4,0.241635687732342
0.38,0.0576208178438662
0.504,0.442379182156134
0.454,0.338289962825279
0.48,0.420074349442379
0.57,0.745353159851301
0.49,0.446096654275093
0.468,0.328996282527881
0.512,0.472118959107807
0.43,0.252788104089219
0.41,0.219330855018587
0.644,0.890334572490706
0.61,0.817843866171004
0.628,0.884758364312268
0.476,0.355018587360595
0.436,0.265799256505576
0.472,0.386617100371747
0.466,0.321561338289963
0.474,0.392193308550186
0.49,0.414498141263941
0.45,0.328996282527881
0.63,0.869888475836431
0.398,0.25092936802974
0.568,0.671003717472119
0.474,0.328996282527881
0.472,0.362453531598513
0.488,0.434944237918216
0.44,0.232342007434944
0.6,0.795539033457249
0.358,0.107806691449814
0.378,0.139405204460967
0.444,0.273234200743494
0.388,0.159851301115242
0.372,0.139405204460967
0.536,0.631970260223048
0.382,0.033457249070632
0.602,0.814126394052045
0.402,0.200743494423792
0.616,0.866171003717472
0.512,0.531598513011152
0.37,0.195167286245353
0.604,0.814126394052045
0.374,0.141263940520446
0.606,0.840148698884758
0.516,0.460966542750929
0.52,0.570631970260223
0.614,0.83457249070632
0.482,0.349442379182156
0.396,0.139405204460967
0.492,0.522304832713755
0.37,0.120817843866171
0.59,0.808550185873606
0.54,0.760223048327137
0.45,0.317843866171004
0.364,0.154275092936803
0.412,0.226765799256506
0.596,0.797397769516729
0.402,0.16728624535316
0.612,0.853159851301115
0.628,0.847583643122677
0.568,0.685873605947955
0.39,0.25092936802974
0.63,0.87546468401487
0.44,0.234200743494424
0.472,0.407063197026022
0.406,0.182156133828996
0.48,0.395910780669145
0.588,0.812267657992565
0.394,0.195167286245353
0.608,0.842007434944238
0.458,0.33271375464684
0.568,0.773234200743494
0.65,0.91635687732342
0.486,0.388475836431227
0.474,0.37360594795539
0.566,0.776951672862453
0.502,0.453531598513011
0.39,0.182156133828996
0.596,0.771375464684015
0.624,0.888475836431227
0.406,0.243494423791822
0.55,0.71003717472119
0.514,0.490706319702602
0.372,0.152416356877323
0.512,0.475836431226766
0.404,0.215613382899628
0.482,0.381040892193309
0.608,0.853159851301115
0.584,0.776951672862453
0.64,0.895910780669145
0.4,0.159851301115242
0.484,0.434944237918216
0.602,0.786245353159851
0.444,0.342007434944238
0.566,0.724907063197026
0.358,0.0576208178438662
0.486,0.408921933085502
0.628,0.881040892193309
0.428,0.280669144981413
0.564,0.771375464684015
0.404,0.224907063197026
0.526,0.555762081784387
0.65,0.895910780669145
0.454,0.312267657992565
0.47,0.306691449814126
0.63,0.827137546468402
0.594,0.793680297397769
0.472,0.33271375464684
0.616,0.884758364312268
0.644,0.879182156133829
0.572,0.737918215613383
0.376,0.195167286245353
0.52,0.516728624535316
0.588,0.802973977695167
0.41,0.243494423791822
0.446,0.226765799256506
0.6,0.782527881040892
0.396,0.200743494423792
0.572,0.717472118959108
0.478,0.392193308550186
0.412,0.184014869888476
0.402,0.156133828996283
0.488,0.390334572490706
0.54,0.654275092936803
0.546,0.711895910780669
0.588,0.78996282527881
0.552,0.618959107806691
0.376,0.176579925650558
0.404,0.219330855018587
0.532,0.518587360594795
0.53,0.561338289962825
0.578,0.732342007434944
0.646,0.895910780669145
0.62,0.856877323420074
0.472,0.407063197026022
0.6,0.823420074349442
0.54,0.697026022304833
0.546,0.66542750929368
0.64,0.853159851301115
0.48,0.401486988847584
0.612,0.853159851301115
0.496,0.4182156133829
0.442,0.317843866171004
0.606,0.788104089219331
0.366,0.133828996282528
0.636,0.905204460966543
0.4,0.202602230483271
0.482,0.436802973977695
0.586,0.799256505576208
0.412,0.236059479553903
0.372,0.0130111524163569
0.424,0.304832713754647
0.362,0.0390334572490706
0.442,0.312267657992565
0.446,0.28996282527881
0.384,0.193308550185874
0.546,0.674721189591078
0.594,0.812267657992565
0.642,0.901486988847584
0.366,0.141263940520446
0.616,0.864312267657993
0.6,0.784386617100372
0.632,0.849442379182156
0.552,0.650557620817844
0.546,0.622676579925651
0.458,0.342007434944238
0.474,0.345724907063197
0.414,0.243494423791822
0.422,0.271375464684015
0.648,0.9182156133829
0.642,0.925650557620818
0.608,0.810408921933085
0.448,0.288104089219331
0.632,0.907063197026022
0.578,0.788104089219331
0.382,0.133828996282528
0.5,0.472118959107807
0.47,0.366171003717472
0.506,0.516728624535316
0.426,0.267657992565056
0.634,0.827137546468402
0.616,0.802973977695167
0.406,0.213754646840149
0.464,0.368029739776952
0.412,0.25092936802974
0.416,0.24907063197026
0.602,0.819702602230483
0.576,0.717472118959108
0.396,0.202602230483271
0.432,0.301115241635688
0.398,0.180297397769517
0.594,0.799256505576208
0.522,0.509293680297398
0.574,0.754646840148699
0.648,0.921933085501859
0.472,0.401486988847584
0.552,0.66542750929368
0.556,0.717472118959108
0.392,0.263940520446097
0.598,0.812267657992565
0.56,0.719330855018587
0.62,0.825278810408922
0.552,0.663568773234201
0.524,0.600371747211896
0.56,0.715613382899628
0.636,0.869888475836431
0.532,0.604089219330855
0.404,0.236059479553903
0.356,0.0650557620817844
0.466,0.347583643122677
0.542,0.546468401486989
0.576,0.689591078066915
0.606,0.799256505576208
0.482,0.399628252788104
0.458,0.33271375464684
0.364,0.139405204460967
0.524,0.473977695167286
0.586,0.773234200743494
0.424,0.236059479553903
0.554,0.648698884758364
0.502,0.475836431226766
0.566,0.698884758364312
0.388,0.169144981412639
0.38,0.120817843866171
0.64,0.894052044609665
0.632,0.830855018587361
0.398,0.154275092936803
0.432,0.297397769516729
0.602,0.763940520446097
0.466,0.377323420074349
0.362,0.135687732342007
0.592,0.810408921933085
0.646,0.901486988847584
0.494,0.436802973977695
0.514,0.511152416356877
0.616,0.825278810408922
0.474,0.321561338289963
0.634,0.879182156133829
0.438,0.269516728624535
0.56,0.726765799256506
0.42,0.256505576208178
0.57,0.74907063197026
0.428,0.224907063197026
0.534,0.691449814126394
0.404,0.16728624535316
0.6,0.775092936802974
0.454,0.29368029739777
0.52,0.5
0.472,0.340148698884758
0.498,0.440520446096654
0.456,0.368029739776952
0.624,0.858736059479554
0.54,0.618959107806691
0.454,0.325278810408922
0.446,0.323420074349442
0.404,0.241635687732342
0.644,0.881040892193309
0.394,0.221189591078067
0.572,0.784386617100372
0.356,0.133828996282528
0.492,0.388475836431227
0.522,0.570631970260223
0.388,0.139405204460967
0.632,0.933085501858736
0.6,0.795539033457249
0.354,0.122676579925651
0.474,0.403345724907063
0.56,0.704460966542751
0.59,0.747211895910781
0.422,0.215613382899628
0.542,0.650557620817844
0.374,0.139405204460967
0.582,0.819702602230483
0.626,0.87546468401487
0.614,0.819702602230483
0.426,0.276951672862454
0.636,0.869888475836431
0.628,0.868029739776952
0.384,0.16728624535316
0.552,0.691449814126394
0.376,0.141263940520446
0.508,0.507434944237918
0.48,0.384758364312268
0.648,0.87360594795539
0.554,0.726765799256506
0.476,0.345724907063197
0.65,0.921933085501859
0.358,0.0185873605947955
0.518,0.555762081784387
0.51,0.509293680297398
0.414,0.284386617100372
0.516,0.514869888475836
0.478,0.37546468401487
0.566,0.721189591078067
0.494,0.405204460966543
0.46,0.319702602230483
0.648,0.908921933085502
0.358,0.033457249070632
0.608,0.827137546468402
0.618,0.815985130111524
0.39,0.163568773234201
0.534,0.514869888475836
0.632,0.895910780669145
0.624,0.83271375464684
0.414,0.273234200743494
0.524,0.600371747211896
0.58,0.758364312267658
0.354,0.0594795539033457
0.582,0.723048327137547
0.402,0.195167286245353
0.44,0.301115241635688
0.65,0.888475836431227
0.36,0.139405204460967
0.48,0.327137546468401
0.454,0.325278810408922
0.572,0.684014869888476
0.446,0.347583643122677
0.51,0.485130111524164
0.604,0.825278810408922
0.614,0.823420074349442
0.444,0.330855018587361
0.626,0.886617100371747
0.648,0.927509293680297
0.536,0.594795539033457
0.506,0.447955390334572
0.504,0.561338289962825
0.418,0.29368029739777
0.63,0.853159851301115
0.556,0.66728624535316
0.502,0.442379182156134
0.604,0.804832713754647
0.482,0.388475836431227
0.558,0.671003717472119
0.622,0.79182156133829
0.378,0.159851301115242
0.57,0.737918215613383
0.422,0.284386617100372
0.414,0.141263940520446
0.616,0.855018587360595
0.422,0.319702602230483
0.564,0.639405204460966
0.576,0.745353159851301
0.548,0.611524163568773
0.506,0.479553903345725
0.548,0.630111524163569
0.402,0.215613382899628
0.412,0.219330855018587
0.486,0.4182156133829
0.516,0.544609665427509
0.444,0.234200743494424
0.49,0.407063197026022
0.474,0.342007434944238
0.64,0.901486988847584
0.364,0.0557620817843866
0.466,0.388475836431227
0.514,0.49814126394052
0.528,0.533457249070632
0.452,0.312267657992565
0.426,0.317843866171004
0.562,0.669144981412639
0.414,0.202602230483271
0.444,0.308550185873606
0.62,0.838289962825279
0.598,0.795539033457249
0.392,0.193308550185874
0.6,0.784386617100372
0.584,0.736059479553903
0.394,0.230483271375465
0.55,0.66728624535316
0.47,0.392193308550186
0.442,0.241635687732342
0.42,0.284386617100372
0.472,0.37360594795539
0.506,0.475836431226766
0.52,0.596654275092937
0.38,0.169144981412639
0.428,0.25092936802974
0.578,0.719330855018587
0.458,0.342007434944238
0.562,0.66728624535316
0.374,0.137546468401487
0.542,0.555762081784387
0.616,0.802973977695167
0.428,0.20817843866171
0.438,0.282527881040892
0.55,0.654275092936803
0.366,0.159851301115242
0.648,0.925650557620818
0.5,0.503717472118959
0.636,0.868029739776952
0.382,0.150557620817844
0.542,0.684014869888476
0.542,0.721189591078067
0.638,0.890334572490706
0.438,0.295539033457249
0.436,0.312267657992565
0.362,0.111524163568773
0.478,0.371747211895911
0.54,0.596654275092937
0.43,0.269516728624535
0.544,0.611524163568773
0.356,0.120817843866171
0.65,0.890334572490706
0.56,0.765799256505576
0.616,0.838289962825279
0.55,0.637546468401487
0.462,0.358736059479554
0.394,0.230483271375465
0.608,0.802973977695167
0.474,0.347583643122677
0.552,0.591078066914498
0.562,0.693308550185874
0.374,0.111524163568773
0.384,0.197026022304833
0.434,0.263940520446097
0.398,0.180297397769517
0.41,0.236059479553903
0.482,0.390334572490706
0.462,0.349442379182156
0.358,0.141263940520446
0.43,0.234200743494424
0.38,0.135687732342007
0.632,0.879182156133829
0.546,0.633828996282528
0.536,0.587360594795539
0.524,0.488847583643123
0.42,0.276951672862454
0.61,0.83457249070632
0.594,0.812267657992565
0.406,0.262081784386617
0.62,0.843866171003718
0.484,0.362453531598513
0.446,0.306691449814126
0.476,0.377323420074349
0.516,0.494423791821561
0.606,0.838289962825279
0.524,0.559479553903346
0.446,0.302973977695167
0.38,0.141263940520446
0.378,0.122676579925651
0.392,0.213754646840149
0.54,0.62639405204461
0.572,0.769516728624535
0.604,0.87546468401487
0.522,0.553903345724907
0.366,0.133828996282528
0.38,0.187732342007435
0.38,0.139405204460967
0.53,0.529739776951673
0.398,0.280669144981413
0.386,0.187732342007435
0.394,0.195167286245353
0.51,0.565055762081784
0.386,0.195167286245353
0.598,0.788104089219331
0.486,0.388475836431227
